variable,cf_category,category,age,label,block,hyp,ipw_var,ipw_pooled1,ipw_pooled2,ipw_pooled3,ipw_pooled4,only_abc,only_care
PE_UPEX,Adult Health,Physical Exam (Part II),Mid-30s,Muscle Strength: Upper Extremities,phys_muscle,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si30y_subj_health,Adult Health,Self-Reported Health,30,Self-reported Health,selfhealth,-,,,,,,0,0
si34y_subj_health,Adult Health,Self-Reported Health,Mid-30s,Self-reported Health,selfhealth,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_vitd_def,Adult Health,Vitamin D Deficiency,Mid-30s,Vitamin D Deficiency,,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
cas_mbdrugs12y,Drugs and Alcohol,Smoking and Drinking Behavior,12,Used Alcohol and/or Drugs,risk_youth,-,,,,,,0,0
cas_mbtralc12y,Drugs and Alcohol,Smoking and Drinking Behavior,12,Problems Due to Alcohol or Drugs,risk_youth,-,,,,,,0,0
si21y_risk6,Drugs and Alcohol,Smoking and Drinking Behavior,21,Number of Times Ride Car of Other Drinker,risk_youth,-,,,,,,0,0
si21y_cig_reg,Drugs and Alcohol,Smoking and Drinking Behavior,21,Smoke Regularly,risk_youth,-,,,,,,0,0
si21y_risk21,Drugs and Alcohol,Smoking and Drinking Behavior,21,Number of Cigarettes Per Day,risk_youth,-,,,,,,0,0
si21y_risk25,Drugs and Alcohol,Smoking and Drinking Behavior,21,Number of Days Drank Alcohol in Past 30 Days,risk_youth,-,,,,,,0,0
si30y_cig_ever_reg,Drugs and Alcohol,Smoking and Drinking Behavior,30,Ever Smoked Regularly,risk_adult,-,,,,,,0,0
si30y_cig_num,Drugs and Alcohol,"Tobacco, Drugs, Alcohol",30,Cig. Smoked per day last month,risk_adult,-,,,,,,0,0
si30y_drink_binge_days,Drugs and Alcohol,Smoking and Drinking Behavior,30,Number of Days Binge Drank in Past 30 Days,risk_adult,-,,,,,,0,0
si34y_drink_binge_days,Drugs and Alcohol,Smoking and Drinking Behavior,Mid-30s,Number of Days Binge Drank in Past 30 Days,risk_adult,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si30y_drink_days,Drugs and Alcohol,Smoking and Drinking Behavior,30,Number of Days Drank Alcohol in Past 30 Days,risk_adult,-,,,,,,0,0
si34y_drink_days,Drugs and Alcohol,Smoking and Drinking Behavior,Mid-30s,Number of Days Drank Alcohol in Past 30 Days,risk_adult,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
drink_binge_days,Drugs and Alcohol,"Tobacco, Drugs, Alcohol",30,Days binge drank alcohol last month,risk_adult,-,,,,,,0,0
drink_days,Drugs and Alcohol,"Tobacco, Drugs, Alcohol",30,Days drank alcohol last month,risk_adult,-,,,,,,0,0
si34y_drugs,Drugs and Alcohol,"Tobacco, Drugs, Alcohol",Mid-30s,Self-reported drug user,risk_adult,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
